oshpd_id2,oshpd_id,FACILITY_NAME,LICENSE_CATEGORY_DESC,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,TRAUMA_CENTER_DESC,ER_SERVICE_LEVEL_DESC,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,disp_Acute_Care,disp_Against_Medical_Advice,disp_Childrens_or_Cancer,disp_Died,disp_Home_Health_Service,disp_Invalid_Blank,disp_Not_Defined_Elsewhere,disp_Prison_Jail,disp_Psychiatric_Care,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Sex_Female,Sex_Male,Sex_Other_Unknown,Age_0_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Other_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,eth_Hispanic,eth_NonHispanic,eth_Other_Unknown,All_Other_Languages,English,PLS_Other_Unknown,Spanish,dx_Circulatory,dx_Digestive,dx_Diseases_of_the_Blood,dx_Ear,dx_Endocrine,dx_Eye,dx_Factors_Influencing_Health,dx_Genitourinary,dx_Infectious,dx_Injury_Poisoning,dx_MentalHealth,dx_Musculoskeletal,dx_Neoplasms,dx_Nervous_System,dx_Other_Unknown,dx_Pregnancy_Childbirth,dx_Respiratory,dx_Skin,dx_Symptoms_Signs_NEC,disp_CAH,disp_Hospice_Care,disp_Rehab,Zip_Unknown,dx_Certain_Perinatal_Conditions,dx_Congenital,disp_Other,Zip_Blank_Invalid,Unknown_inv_Payer,disp_Disaster_Care_Site,a_disp_Acute_Care,a_disp_Against_Medical_Advice,a_disp_Died,a_disp_Home_Health_Service,a_disp_Hospice_Care,a_disp_Psychiatric_Care,a_disp_Rehab,a_disp_Residential_Care,a_disp_Routine,a_disp_SN_IC_Care,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Zip_CA_Resident,a_Zip_Foreign,a_Zip_Homeless,a_Zip_Out_of_State,a_Sex_Female,a_Sex_Male,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Other_Unknown,a_racegrp_asian,a_racegrp_black,a_racegrp_multirace,a_racegrp_other,a_racegrp_unknown,a_racegrp_white,a_Eth_Other_Unknown,a_eth_Hispanic,a_eth_NonHispanic,a_All_Other_Languages,a_English,a_PLS_Other_Unknown,a_Spanish,a_dx_Circulatory,a_dx_Digestive,a_dx_Diseases_of_the_Blood,a_dx_Ear,a_dx_Endocrine,a_dx_Genitourinary,a_dx_Infectious,a_dx_Injury_Poisoning,a_dx_MentalHealth,a_dx_Musculoskeletal,a_dx_Neoplasms,a_dx_Nervous_System,a_dx_Other_Unknown,a_dx_Respiratory,a_dx_Skin,a_dx_Symptoms_Signs_NEC,a_disp_Childrens_or_Cancer,a_disp_Not_Defined_Elsewhere,a_disp_Prison_Jail,a_Zip_Unknown,a_Age_10_19,a_racegrp_aman,a_racegrp_nhpi,a_dx_Congenital,a_dx_Eye,a_dx_Factors_Influencing_Health,a_dx_Pregnancy_Childbirth,a_disp_CAH,a_Age_0_09,a_dx_Certain_Perinatal_Condition,a_Zip_Blank_Invalid,a_sex_Oth_Unknown,a_Unknown_inv_Payer,a_disp_Other,a_disp_Invalid_Blank,a_disp_Disaster_Care_Site,ed_STATIONS_ON_1231
106301337,301337,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH,General Acute Care Hospital,ORANGE,31872 COAST HWY,LAGUNA BEACH,92651,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,District 37,District 74,Aliso Viejo/Laguna Hills/Laguna Niguel,Urban,285,213,14,23,80,,47,92,504,26,12095,65,3429,3620,498,5448,635,12357,20,417,816,6800,6828,2,431,956,2070,1951,1797,2029,1767,1421,1208,,15,259,303,143,,1208,189,11513,1447,11879,304,82,13214,40,294,762,700,44,107,204,107,444,624,893,3107,2456,781,25,536,7,131,434,400,1865,,9,177,20,,3,,,,,31,162,29,296,45,32,26,99,1169,199,199,868,33,994,19,1972,,84,57,1052,1061,274,225,216,313,315,297,426,,66,34,17,155,32,1809,45,143,1925,23,2052,5,33,135,230,8,1,46,64,251,206,892,74,20,34,5,89,29,22,,25,,,47,,,,2,5,,,,,,,,,,,20
106301340,301340,PROVIDENCE ST. JOSEPH HOSPITAL,General Acute Care Hospital,ORANGE,1100 W STEWART DR,ORANGE,92868,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 37,District 68,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,709,367,158,93,404,18,163,116,435,9,55874,431,26895,13893,1075,14072,2896,56893,10,1144,673,34912,23905,14,427,3100,12103,10070,8949,8046,6751,5107,4277,1,85,2182,1379,532,183,5086,1526,47858,32340,25284,1207,569,45799,162,12301,5047,4340,416,602,1082,532,955,4249,3991,9328,3857,4330,266,2763,19,2619,1950,2093,10365,1,39,14,100,11,16,,11,,,178,192,718,3474,379,34,182,26,4589,1364,2885,4852,105,3157,96,10824,1,245,77,5665,5489,620,945,1044,1625,2113,2188,2478,,696,237,111,802,227,9020,215,4483,6457,337,8225,26,2567,1714,1399,132,13,545,647,2943,1023,370,308,486,295,,538,195,153,6,4,4,8,65,13,49,6,6,16,289,1,77,77,,1,60,,,4,56
106301342,301342,PROVIDENCE ST. JUDE MEDICAL CENTER,General Acute Care Hospital,ORANGE,101 E VALENCIA MESA DR,FULLERTON,92835,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 29,District 65,Fullerton Central and South,Urban,1106,1181,115,130,549,,250,75,383,21,44544,801,16748,15003,1074,14301,2087,47915,7,755,430,27606,21595,12,2630,3376,7034,6759,5856,6306,6248,5253,5749,2,113,5132,1460,1280,217,9073,1471,30467,19053,27852,2308,1779,42234,293,4907,4602,3421,240,541,859,450,779,4011,2994,9181,1958,3418,197,2321,25,1230,2438,1412,9093,6,44,8,103,39,4,,3,,,415,98,797,3026,368,11,298,23,2609,1618,1433,4916,59,2804,61,9081,1,139,52,4499,4773,264,489,680,1258,1811,2126,2592,,1342,212,259,1160,157,6077,284,2463,6526,726,7558,57,932,1883,1130,113,4,392,458,2531,886,88,177,384,320,3,518,108,115,1,7,1,,20,16,50,2,14,11,103,1,33,33,,1,,,,,36
106301357,301357,FOOTHILL REGIONAL MEDICAL CENTER,General Acute Care Hospital,ORANGE,14662 NEWPORT AVE,TUSTIN,92780,Investor - Corporation,,Emergency - Basic,,,150-199,District 37,District 68,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,88,410,5,7,5,,43,24,90,20,3066,66,2142,544,42,699,427,3481,,213,100,1888,1966,,129,286,839,811,580,542,416,158,93,,,274,304,127,12,1100,146,1891,1667,2031,156,27,3434,4,389,197,324,15,70,58,29,381,230,212,848,403,195,9,163,3,63,165,168,318,2,1,27,48,,3,,12,,,90,153,59,206,56,54,11,52,934,770,873,1272,7,222,25,2266,,100,19,1120,1279,133,237,259,441,567,375,375,,171,160,64,605,77,1322,85,959,1355,55,1922,6,416,198,315,33,3,180,161,640,251,82,80,33,90,7,140,101,67,,10,,6,12,,,2,3,13,,2,,,8,,,2,,,8
106301379,301379,WEST ANAHEIM MEDICAL CENTER,General Acute Care Hospital,ORANGE,3033 W ORANGE AVE,ANAHEIM,92804,Investor - Limited Liability Company,,Emergency - Basic,,,200-299,District 29,District 65,Anaheim West,Urban,274,1371,4,133,23,,808,33,114,20,19201,54,12104,1281,63,6297,2356,20728,2,702,359,10986,11107,8,1079,1638,4339,4221,3322,3279,2247,1082,894,,71,2164,1673,388,222,4487,164,12932,9065,12929,107,854,18909,35,2303,1282,1209,76,335,464,171,442,1631,996,5316,1709,1516,44,938,34,523,1231,1107,3063,4,1,,309,,14,61,1,,,251,384,383,411,76,53,2,142,2391,1323,2052,2705,45,438,177,5151,,208,34,2574,2843,261,450,547,982,1103,995,1055,1,1033,217,123,734,37,3206,36,1481,3900,473,4340,15,589,762,768,48,16,292,309,1472,373,291,198,35,243,,371,97,112,,1,,24,23,,67,,1,2,27,,,,,,,,,,24
106301566,301566,ORANGE COUNTY GLOBAL MEDICAL CENTER,General Acute Care Hospital,ORANGE,1001 N TUSTIN AVE,SANTA ANA,92705,Investor - Corporation,Level II,Emergency - Basic,,,200-299,District 34,District 69,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,273,693,1,101,1,12,12,369,467,1,14320,11,9443,1814,592,2576,1857,14831,120,826,291,7902,8380,,617,1194,3844,3364,2521,2189,1380,637,536,,18,541,627,27,62,7103,5,7899,9623,6607,52,42,12014,31,4195,1045,813,42,176,273,139,540,928,402,4406,1335,1008,35,722,5,650,473,660,2614,,3,18,142,14,2,,72,,,157,253,266,266,127,55,151,46,2694,610,2095,1778,185,629,72,4392,19,269,41,2142,2617,395,511,555,864,918,677,753,,319,138,,2179,14,2085,12,2313,2434,80,3253,17,1409,922,423,31,7,197,200,926,897,315,75,79,241,7,137,77,101,,24,93,24,70,,24,2,5,6,111,1,16,,14,,,16,,,16
106304113,304113,CHILDREN'S HOSPITAL AT MISSION,General Acute Care Hospital,ORANGE,27700 MEDICAL CENTER RD,MISSION VIEJO,92691,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,50-99,District 36,District 73,Lake Forest East/Mission Viejo Central and South,Urban,103,63,23,3,22,4,43,2,76,,8221,1,3477,122,279,4235,449,8414,,2,111,3815,4742,5,5234,3328,,,,,,,,,,341,176,86,14,1771,252,5922,2380,5859,323,40,7716,29,777,126,312,20,189,56,60,174,288,525,3253,265,207,2,276,21,,1009,212,1499,,1,,32,65,3,,3,,,8,1,1,7,1,16,2,1,627,,210,,30,432,5,665,,,12,349,328,,,,,,,,,29,,11,122,34,481,30,137,510,,618,4,55,4,89,4,3,20,38,30,106,91,3,,56,1,146,13,24,12,,1,,279,,,5,2,2,,,398,40,,,,,,,58
106304409,304409,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHEIM,General Acute Care Hospital,ORANGE,3440 E LA PALMA AVE,ANAHEIM,92806,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 37,District 68,Brea East/Placentia Central and North/Yorba Linda,Urban,578,2987,14,65,1073,3,14,8,1112,5,99571,474,16802,24680,129,62024,2582,105017,,658,520,57891,48318,8,9663,7942,14768,15022,12928,13889,12356,10641,9008,,321,13691,4467,639,606,34841,5189,46463,35643,66778,3796,1781,97656,514,6266,9845,7798,554,1354,1488,1143,1705,7561,5956,18883,3225,8023,477,4639,41,2535,5224,2827,22797,,191,122,3,119,23,,19,,,200,123,541,3225,416,23,69,1,7152,989,1030,6347,10,5270,93,12619,,88,43,6027,6722,511,924,1181,1914,2375,2498,2646,,1832,430,47,3474,210,6630,137,3580,9033,295,11417,24,1014,1556,2384,160,12,470,618,3736,941,157,388,545,326,,744,208,269,1,6,,,255,43,84,18,19,30,113,,446,56,,1,,1,,3,36
106304460,304460,HOAG ORTHOPEDIC INSTITUTE,General Acute Care Hospital,ORANGE,16250 SAND CANYON AVE,IRVINE,92618,Investor - Limited Liability Company,,,,,50-99,District 37,District 74,Irvine Central/Tustin East,Urban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,1,1,,3,1,2,,6,,,,3,3,,,,,,,,6,,,,,6,,6,,,,,6,,,,,,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
106310791,310791,SUTTER AUBURN FAITH HOSPITAL,General Acute Care Hospital,PLACER,11815 EDUCATION ST,AUBURN,95602,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,50-99,District 1,District 1,Auburn/Newcastle/Lincoln/Sheridan,Urban,788,229,3,50,23,,6,240,353,49,22427,210,7336,9113,1416,5624,897,22884,5,865,342,12800,11586,,1721,1972,2801,3227,2824,3037,3417,2888,2499,,178,186,291,388,114,1725,529,20975,2528,21259,599,100,23579,27,680,2045,1428,85,337,364,203,617,1326,1506,5347,1248,1606,67,794,14,333,1706,1008,4348,1,3,4,290,,4,,,,,153,55,114,558,110,13,23,7,1092,412,383,1727,99,308,30,2455,,59,28,1276,1271,67,111,150,325,526,672,672,,23,25,16,102,42,2309,52,131,2364,15,2501,3,28,390,373,23,1,105,121,807,271,44,35,56,56,2,164,38,60,1,1,5,5,24,18,12,,,1,,3,,,,,,,,,14
106311000,311000,SUTTER ROSEVILLE MEDICAL CENTER,General Acute Care Hospital,PLACER,1 MEDICAL PLAZA DR,ROSEVILLE,95661,Non-profit Corporation (incl. Church-related),Level II,Emergency - Basic,,,300-499,District 4,District 6,Rocklin/Granite Bay,Urban,768,985,16,126,103,,12,506,1171,227,61031,479,19733,17811,3489,21605,2834,63403,10,1073,689,37087,28385,,6380,6285,9566,10304,8195,7726,6622,5173,5221,,302,2126,3171,1261,887,9696,1632,46397,11368,51936,2168,1757,61376,103,2236,4819,3867,175,896,851,549,1384,4192,4730,13270,3483,4912,166,2420,25,1826,3945,2070,11800,,34,14,297,76,16,,,,,434,441,549,3423,631,63,281,150,8233,1598,2731,8997,446,3389,276,15396,,271,121,7963,7876,690,1202,1394,2189,2875,3233,3837,,485,523,200,1522,299,12543,427,1616,13796,495,14932,31,381,2788,2474,168,14,622,775,3412,2462,308,337,403,407,,829,322,331,,7,27,51,233,65,202,10,15,17,118,2,186,27,,,,,,,69
106314024,314024,KAISER FOUNDATION HOSPITAL - ROSEVILLE,General Acute Care Hospital,PLACER,1600 EUREKA RD,ROSEVILLE,95661,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 4,District 6,Rocklin/Granite Bay,Urban,1387,2743,5,106,1321,3,35,10,1061,7,104776,1030,20770,29271,1467,56047,5166,111699,,557,420,62952,49770,14,11566,10058,14278,15287,12881,12938,13053,11692,10982,1,579,6538,7147,2222,678,14169,4053,77350,15758,92720,4258,2582,107574,84,2496,10599,6377,362,1628,1405,1129,2208,6179,5892,24339,3747,8406,251,4745,26,2297,6293,3619,23103,1,245,6,7,101,30,,53,15,,452,165,555,3029,450,30,37,2,7154,1494,1073,7794,57,4274,177,13242,,86,45,6725,6650,443,810,1037,1715,2552,3060,3210,,773,614,187,1213,97,10359,104,1408,11863,339,12777,15,244,2518,2019,176,8,465,563,4043,1014,212,192,320,242,,790,202,299,1,2,,,217,66,66,14,13,2,259,,331,24,2,,,4,,,61
106320859,320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,General Acute Care Hospital,PLUMAS,500 1ST AVE,PORTOLA,96122,District,,Emergency - Standby,SMALL/RURAL,,1-49,District 1,District 1,Beckwourth/Chilcoot/Crocker Mountain/Delleker/Iron Horse/Lake Davis/Maybe/Portola/Valley View/Vinton,Frontier,240,58,,4,,,1,5,9,6,2872,8,1086,1253,179,619,169,3131,12,2,161,1640,1666,,241,281,272,335,285,367,661,541,323,,,14,13,31,,316,428,2504,238,2855,213,,3232,9,65,224,244,9,48,62,44,110,190,180,895,101,214,8,81,3,16,231,132,514,102,,1,,,,,,,,12,2,6,,,2,,1,62,29,26,71,9,6,4,110,,2,4,61,55,,,,11,27,36,30,12,,,,,13,103,22,,94,,115,1,,7,12,2,,2,7,19,6,5,1,1,2,,37,3,12,,,,,,,,,,,,2,,,,,,,,,3
106320986,320986,PLUMAS DISTRICT HOSPITAL,General Acute Care Hospital,PLUMAS,1065 BUCKS LAKE RD,QUINCY,95971,District,,Emergency - Standby,SMALL/RURAL,,1-49,District 1,District 1,Bucks Lake/Cromberg/East Quincy/Greenhorn/Keddie/Laporte/Little Grass Valley/Meadow Valley/Quincy/Sloat/Spring Garden,Frontier,262,53,,3,2,11,15,35,,,3453,2,1356,1135,248,1003,96,3687,1,,147,1965,1873,,290,356,506,511,425,475,571,462,242,,93,26,81,45,,165,163,3265,212,3440,186,,3821,2,15,304,240,14,51,103,39,41,226,186,1051,175,281,6,104,8,35,214,163,595,,,2,3,,2,,,,,23,5,10,2,,,1,1,223,21,80,162,8,45,2,291,,1,5,150,147,17,35,28,37,58,56,61,5,,,,,23,263,33,,264,,296,1,,28,55,5,1,13,19,32,11,17,9,5,16,,44,19,22,,8,2,,,11,,,,1,,1,,,,,,,,,4
106321016,321016,SENECA DISTRICT HOSPITAL,General Acute Care Hospital,PLUMAS,130 BRENTWOOD DR,CHESTER,96020,District,Level IV,Emergency - Standby,SMALL/RURAL,,1-49,District 1,District 1,Bailey Creek/Canyondam/Chester/Eastshore/Foxwood/Hamilton Branch/Lake Almanor Peninsula/Lake Almanor Peninsula/Lake Almanor West/Prattville/Warner Valley,Frontier,89,29,1,3,1,,,3,4,36,2096,1,502,808,128,774,103,2215,1,3,96,1195,1120,,160,182,214,220,198,299,433,393,216,,52,12,16,,,52,45,2138,103,2150,62,,2307,8,,174,191,8,54,43,23,5,140,111,618,54,177,10,103,6,,208,57,333,52,,,,,,,,,,4,,2,,1,,,4,46,10,9,45,1,14,,68,,1,,25,44,,,,,20,19,20,10,,,,,3,66,3,,66,,68,1,,9,8,,,5,8,14,3,,2,1,1,,12,,6,,2,,,,,,,,,,,,,,,,,,,2
106331152,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,General Acute Care Hospital,RIVERSIDE,800 S MAIN ST,CORONA,92882,Investor - Corporation,,Emergency - Basic,,,150-199,District 31,District 60,Arlington/Corona East/Home Gardens/La Sierra/Riverside Southwest,Urban,683,712,206,62,53,1,29,179,506,11,37123,125,20645,3396,933,12338,2397,38613,1,380,571,21345,18364,,4081,3987,7041,6564,5106,5023,3727,2450,1727,3,136,1188,2975,51,85,3611,1104,30559,18362,20239,1108,569,34687,76,4377,3039,2722,191,519,683,341,906,2747,2037,8587,1923,2809,133,1714,21,1265,2429,1210,6379,7,6,6,140,37,17,,4,,,217,323,425,1137,136,28,33,14,3136,796,1932,3078,90,1064,121,6093,12,97,83,3093,3192,376,542,695,1122,1198,1167,1116,1,261,472,,470,120,4909,129,2250,3906,157,5411,,717,1126,1053,67,9,276,463,1707,452,147,97,116,229,1,265,91,116,3,28,9,,68,24,29,2,4,2,62,,,,,,,,,,30
106331164,331164,DESERT REGIONAL MEDICAL CENTER,General Acute Care Hospital,RIVERSIDE,1150 N INDIAN CANYON DR,PALM SPRINGS,92262,Investor - Corporation,Level II,Emergency - Comprehensive,,,300-499,District 28,District 42,Cathedral City Southeast/Palm Desert North/Palm Springs South/Rancho Mirage North,Urban,314,1800,4,105,170,10,,,1074,,47679,496,27069,10255,1280,10116,2875,48992,41,542,1689,26221,25450,33,4677,3759,8920,8668,6244,6816,5912,3816,2892,,139,653,3652,939,144,14810,1746,29621,21772,28507,1425,45,49044,6,2609,3541,2869,157,552,625,452,1462,2966,1529,9829,3079,4242,100,2118,16,3592,2024,1645,10802,,40,11,386,91,13,1,54,109,,251,599,681,1170,272,26,242,56,6905,1715,3912,5199,465,2239,162,11355,20,143,413,5399,6574,1021,1232,1106,1873,2455,2040,1855,,188,570,162,2803,273,7913,239,3986,7752,31,11270,5,671,2014,1455,59,15,435,650,1838,2867,178,174,264,394,4,509,189,217,2,14,42,33,235,40,28,7,21,11,627,,160,49,13,4,,2,,,27
106331168,331168,EISENHOWER MEDICAL CENTER,General Acute Care Hospital,RIVERSIDE,39000 BOB HOPE DR,RANCHO MIRAGE,92270,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 28,District 42,Bermuda Dunes South/Indian Wells/La Quinta West/Palm Desert/Rancho Mirage Central and South,Urban,721,,8,90,36,,1,30,429,1,49498,204,18872,20936,1138,8001,2165,48417,109,598,1976,27631,23475,6,3718,3408,6727,6413,5673,6337,6605,6457,5774,,166,629,1629,453,46,13284,184,34721,20883,29798,431,159,45793,45,5115,3933,3538,185,533,737,539,1132,3534,2259,8688,1841,4611,105,2339,19,969,2274,1413,12425,7,23,64,12,28,10,,,,,314,,512,2897,686,22,547,1,8995,1645,3019,8762,257,3381,203,14895,26,212,486,6994,8625,459,848,1170,1919,2870,3878,4310,,166,422,96,2855,55,11942,161,4013,11448,82,13932,4,1604,3273,2718,205,14,957,949,2701,1515,257,395,566,437,12,833,357,325,2,,,3,108,63,23,10,25,18,55,1,60,,,3,,,,,53
106331194,331194,HEMET GLOBAL MEDICAL CENTER,General Acute Care Hospital,RIVERSIDE,1117 E DEVONSHIRE AVE,HEMET,92543,Investor - Corporation,,Emergency - Basic,,,300-499,District 23,District 42,East Hemet/Hemet/Valle Vista,Urban,968,1381,1,104,2,1,,25,222,3,32572,68,21075,7546,84,4714,1935,34194,,471,340,19172,16174,8,3312,3080,5706,5651,4259,4519,4063,2536,2228,,215,499,6056,22,196,2270,79,26017,14110,21073,171,,33132,,2222,2565,2666,153,530,750,260,1051,2263,1328,8413,2140,2370,57,1613,16,971,2499,1290,4388,,3,4,2,24,7,,347,,,394,575,480,511,202,1,17,61,3095,1265,2180,3832,,508,85,6384,,140,55,3475,3130,308,483,599,1027,1607,1355,1187,6,105,814,,264,12,5336,32,1842,4731,,6136,,469,982,987,66,5,397,486,1731,585,157,97,98,174,7,473,126,109,1,1,1,1,33,40,34,1,3,5,116,,,,25,,,,1,,29
106331216,331216,JOHN F. KENNEDY MEMORIAL HOSPITAL,General Acute Care Hospital,RIVERSIDE,47111 MONROE ST,INDIO,92201,Investor - Corporation,,Emergency - Basic,,,100-149,District 28,District 56,Arabia/Coachella/Desert Beach/Flowing Wells/Indio South/La Quinta East/Mecca/Oasis/Thermal,Urban,597,930,21,66,18,4,,,566,,40150,168,27209,5799,831,6161,2569,40890,4,470,738,22868,19706,4,6228,4828,8143,7004,5003,4276,3348,2192,1556,,16,262,1239,28,172,340,101,40420,33220,9276,82,65,34704,16,7793,2933,3157,133,600,659,319,1129,2291,2010,9452,2325,2318,80,1728,2,2907,2250,1432,6758,,51,2,460,83,12,5,16,9,,132,150,310,571,98,19,8,5,2638,398,1727,1209,72,1255,81,4154,4,75,72,2193,2151,416,510,473,633,762,675,658,,34,165,,27,18,4084,9,2849,1486,,3402,2,940,693,687,32,5,240,271,1067,327,62,42,32,128,,229,62,51,,,15,36,107,,16,,1,3,392,,110,20,3,,,,,,12
106331288,331288,PALO VERDE HOSPITAL,General Acute Care Hospital,RIVERSIDE,250 N 1ST ST,BLYTHE,92225,District,,Emergency - Standby,SMALL/RURAL,,1-49,District 28,District 56,Blythe,Rural,545,483,6,24,,,2,473,59,,5840,25,2510,1669,1051,1609,619,6292,7,176,982,3418,4040,,473,555,1042,1125,1101,1208,1043,518,393,,47,53,998,120,,3137,10,3093,3203,4255,,,6952,8,498,750,621,31,77,175,56,134,506,387,1773,412,400,28,291,3,107,618,298,790,,1,,,,1,,1,,,18,6,6,1,,,,,166,23,84,91,3,71,7,230,,2,24,123,133,25,37,33,50,39,37,25,10,,21,,116,4,115,,116,140,,233,,23,23,80,5,,17,16,7,11,2,6,4,1,1,23,26,4,,,36,,,,,,1,,29,,,,,,,,,,7
106331293,331293,DOCTORS HOSPITAL OF RIVERSIDE,General Acute Care Hospital,RIVERSIDE,3865 JACKSON ST,RIVERSIDE,92503,Investor - Limited Liability Company,,Emergency - Basic,,,150-199,District 31,District 60,Casablanca/Riverside Central,Urban,653,1577,,47,253,2,,2,3,,37106,107,17730,8218,628,9015,4193,38432,,1124,208,21787,17993,4,4662,4185,7852,6645,5292,4841,3397,1763,1147,,411,737,3046,205,101,2012,2054,31218,18598,21104,82,167,33093,54,6470,2398,2657,163,799,585,317,3659,2533,2033,6011,1667,3520,89,1599,33,1325,2834,1586,5896,,34,,9,69,11,,11,,,209,244,300,553,126,12,,7,1871,850,1597,1783,26,672,102,4029,,134,14,2055,2125,245,415,457,732,983,713,575,,115,361,26,1141,14,2523,3,1611,2566,28,3464,4,684,572,694,90,1,289,273,1076,217,66,31,83,120,,353,97,112,1,,5,,36,,,,3,,80,,24,23,3,,,2,,,41
106331312,331312,RIVERSIDE COMMUNITY HOSPITAL,General Acute Care Hospital,RIVERSIDE,4445 MAGNOLIA AVE,RIVERSIDE,92501,Investor - Partnership,Level II,Emergency - Basic,,,300-499,District 31,District 61,Eastside/Fairmont Park/Riverside Downtown/Rubidoux/University,Urban,640,2828,49,136,225,,49,861,299,1,67843,368,40373,10748,2794,11870,7543,69741,27,1972,626,41490,31822,16,7303,6336,16421,13029,9094,8520,6182,3775,2668,,73,1267,7652,5835,105,28859,160,29377,40151,32736,441,319,65995,61,6953,5508,3988,363,933,1022,694,2027,4391,2910,14447,2649,5364,237,3013,30,5908,4187,2419,13069,1,26,2,916,149,20,,46,,,433,1006,681,3126,650,38,210,69,11373,2737,7849,7705,717,3343,746,19586,1,457,225,11243,9116,2887,2711,2123,2918,3838,3077,2432,,569,1826,1437,6913,47,9514,136,9234,10990,184,17677,23,2476,3817,2364,298,46,763,864,3513,2556,376,346,516,736,,546,219,313,,8,28,91,335,22,32,10,17,24,3000,,39,36,,1,,,1,,64
106331326,331326,SAN GORGONIO MEMORIAL HOSPITAL,General Acute Care Hospital,RIVERSIDE,600 N HIGHLAND SPRINGS AVE,BANNING,92220,District,,Emergency - Basic,SMALL/RURAL,,50-99,District 23,District 42,Banning/Beaumont/Cabizon/Calimesa/Cherry Valley,Urban,1036,2016,11,49,230,,8,363,157,2,30076,315,16874,7743,654,6444,2642,33078,2,792,393,19172,15184,1,3189,3205,5104,5366,4265,4063,3723,2803,2639,,777,529,3457,617,101,430,,28446,13203,21154,,68,32730,2,1557,2554,2405,157,565,513,291,1556,2332,1977,6231,1280,2891,69,1331,4,838,2244,1327,5767,7,67,20,90,19,6,,2,,,127,130,169,536,104,3,4,10,1038,405,842,1201,31,388,67,2448,1,63,17,1363,1166,189,243,246,385,508,474,431,,62,193,72,32,10,2101,,805,1724,17,2386,,126,240,446,42,3,171,159,627,124,22,37,21,36,,247,72,57,,,3,,18,59,,,,2,188,,35,35,,,,,,,28
106334018,334018,MENIFEE GLOBAL MEDICAL CENTER,General Acute Care Hospital,RIVERSIDE,28400 MCCALL BLVD,SUN CITY,92585,Investor - Corporation,,Emergency - Basic,,,50-99,District 23,District 67,Canyon Lake/Perris/Quail Valley/Romoland/Sun City/Winchester,Urban,408,353,15,22,,1,,20,88,2,12614,18,7416,2561,62,2498,1007,13137,,124,158,7138,6400,6,1100,1225,2286,2263,1727,1684,1552,879,828,,77,222,1514,,58,1421,34,10218,6273,7216,55,,13043,,501,840,936,83,221,261,110,371,901,604,3269,878,845,27,558,17,313,854,550,1905,,2,1,,,1,,125,,,133,162,120,146,86,1,31,3,1106,277,739,1107,3,193,26,2015,,35,17,961,1107,101,182,206,322,429,411,398,,36,198,,135,17,1671,9,654,1405,,1963,,105,290,329,18,2,110,138,557,155,168,24,24,27,,144,64,16,,,,,19,,11,1,,1,,,,,1,,,,3,,12
