oshpd_id2,oshpd_id,FACILITY_NAME,LICENSE_CATEGORY_DESC,COUNTY_NAME,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,CONTROL_TYPE_DESC,TRAUMA_CENTER_DESC,ER_SERVICE_LEVEL_DESC,RURAL_HOSPITAL_DESC,TEACHING_HOSPITAL_DESC,LICENSED_BED_SIZE,SENATE_DISTRICT_DESC,ASSEMBLY_DISTRICT_DESC,MSSA_NAME,MSSA_DESIGNATION,disp_Acute_Care,disp_Against_Medical_Advice,disp_Died,disp_Home_Health_Service,disp_Hospice_Care,disp_Invalid_Blank,disp_Not_Defined_Elsewhere,disp_Prison_Jail,disp_Psychiatric_Care,disp_Rehab,disp_Residential_Care,disp_Routine,disp_SN_IC_Care,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,Zip_CA_Resident,Zip_Foreign,Zip_Homeless,Zip_Out_of_State,Sex_Female,Sex_Male,Sex_Other_Unknown,Age_0_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Other_Unknown,racegrp_aman,racegrp_asian,racegrp_black,racegrp_multirace,racegrp_nhpi,racegrp_other,racegrp_unknown,racegrp_white,eth_Hispanic,eth_NonHispanic,eth_Other_Unknown,All_Other_Languages,English,PLS_Other_Unknown,Spanish,dx_Circulatory,dx_Congenital,dx_Digestive,dx_Diseases_of_the_Blood,dx_Ear,dx_Endocrine,dx_Eye,dx_Factors_Influencing_Health,dx_Genitourinary,dx_Infectious,dx_Injury_Poisoning,dx_MentalHealth,dx_Musculoskeletal,dx_Neoplasms,dx_Nervous_System,dx_Other_Unknown,dx_Pregnancy_Childbirth,dx_Respiratory,dx_Skin,dx_Symptoms_Signs_NEC,disp_CAH,disp_Childrens_or_Cancer,Zip_Blank_Invalid,Zip_Unknown,dx_Certain_Perinatal_Conditions,disp_Other,disp_Disaster_Care_Site,Unknown_inv_Payer,a_disp_Acute_Care,a_disp_Against_Medical_Advice,a_disp_Died,a_disp_Home_Health_Service,a_disp_Hospice_Care,a_disp_Psychiatric_Care,a_disp_Rehab,a_disp_Routine,a_disp_SN_IC_Care,a_Medi_Cal,a_Medicare,a_Other_Payer,a_Private_Coverage,a_SelfPay,a_Zip_CA_Resident,a_Zip_Homeless,a_Zip_Out_of_State,a_Sex_Female,a_Sex_Male,a_Age_20_29,a_Age_30_39,a_Age_40_49,a_Age_50_59,a_Age_60_69,a_Age_70_79,a_Age_80_,a_Age_Other_Unknown,a_racegrp_asian,a_racegrp_black,a_racegrp_multirace,a_racegrp_other,a_racegrp_unknown,a_racegrp_white,a_Eth_Other_Unknown,a_eth_Hispanic,a_eth_NonHispanic,a_All_Other_Languages,a_English,a_PLS_Other_Unknown,a_Spanish,a_dx_Circulatory,a_dx_Digestive,a_dx_Diseases_of_the_Blood,a_dx_Ear,a_dx_Endocrine,a_dx_Eye,a_dx_Genitourinary,a_dx_Infectious,a_dx_Injury_Poisoning,a_dx_MentalHealth,a_dx_Musculoskeletal,a_dx_Neoplasms,a_dx_Nervous_System,a_dx_Other_Unknown,a_dx_Respiratory,a_dx_Skin,a_dx_Symptoms_Signs_NEC,a_disp_Not_Defined_Elsewhere,a_disp_Prison_Jail,a_disp_Residential_Care,a_Zip_Foreign,a_Zip_Unknown,a_Age_0_09,a_Age_10_19,a_racegrp_aman,a_racegrp_nhpi,a_dx_Congenital,a_dx_Factors_Influencing_Health,a_dx_Pregnancy_Childbirth,a_disp_Childrens_or_Cancer,a_sex_Oth_Unknown,a_dx_Certain_Perinatal_Condition,a_disp_CAH,a_disp_Other,a_Unknown_inv_Payer,a_Zip_Blank_Invalid,a_disp_Invalid_Blank,a_disp_Disaster_Care_Site,ED_STATIONS_ON_1231
106291023,291023,SIERRA NEVADA MEMORIAL HOSPITAL,General Acute Care Hospital,Nevada,155 GLASSON WAY,GRASS VALLEY,95945,Non-profit Corporation (incl. Church-related),,Emergency - Basic,SMALL/RURAL,,100-149,District 1,District 1,Grass Valley/Nevada City/Penn Valley/Rough and Ready/Wildwood,Rural,421,363,33,87,16,,6,154,251,,37,17852,239,7694,6667,844,3406,781,18717,3,439,253,10070,9390,,1551,1419,1987,2742,2003,2208,2718,2728,2104,,105,98,191,115,33,1078,483,17357,1108,17791,561,19,19277,7,157,1536,3,1325,53,293,263,141,317,990,1042,4848,1146,1361,73,644,15,321,1317,736,3036,1,,26,22,,,,68,151,140,157,569,112,22,26,1862,655,748,2430,161,346,21,3506,156,32,1870,1837,109,218,206,429,731,895,1043,,22,16,12,129,117,3382,186,134,3388,,3691,3,14,647,527,29,1,191,8,198,737,429,125,78,65,96,,294,49,69,3,3,8,,1,57,20,30,,,16,97,,1,52,,,2,13,,,18
106291053,291053,TAHOE FOREST HOSPITAL,General Acute Care Hospital,Nevada,10121 PINE AVE,TRUCKEE,96161,District,Level III,Emergency - Basic,SMALL/RURAL,,50-99,District 1,District 1,North Bloomfield/North San Juan/Truckee,Rural,404,27,6,116,,,18,138,60,,,12892,6,1834,2125,665,8269,807,11885,49,26,1729,6632,7068,,1631,1807,1819,1947,1617,1537,1532,1230,580,,20,381,130,107,16,289,53,12704,2600,11046,54,40,12135,28,1497,757,3,652,30,245,157,132,407,627,622,4988,458,750,56,353,14,158,969,339,1983,18,5,,11,,10,,,29,,13,75,12,4,2,631,84,171,424,17,229,12,733,15,103,368,485,31,55,80,123,188,199,139,,11,,,,24,818,,97,756,,795,2,56,86,130,8,,30,,15,152,208,37,18,29,7,7,79,22,23,1,,,2,,25,13,,,,2,,,,,2,,,,,,15
106300032,300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,General Acute Care Hospital,Orange,1201 W LA VETA AVE,ORANGE,92868,Non-profit Corporation (incl. Church-related),Level II - Pediatric,Emergency - Basic,,,300-499,District 37,District 68,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,996,742,11,2,,13,,18,407,,,98641,,75370,35,1421,23332,667,99437,73,5,1240,47020,53788,23,72311,27251,856,205,129,48,24,,,7,101,7056,2207,1361,259,29251,818,59778,70010,30110,711,694,78402,184,21551,1522,142,6596,358,3805,805,1373,2145,2852,7491,18172,2039,2599,103,3000,134,110,19755,2990,24008,,,70,6,832,,1,6,74,15,21,31,5,55,4,8335,32,5320,14,110,3150,21,8490,14,100,4101,4512,151,,,,,,,,828,290,158,2027,66,5201,57,4846,3712,80,7161,18,1356,132,1041,298,51,452,67,367,701,565,725,214,201,566,3,2192,193,417,22,13,2,6,,5440,3024,,45,113,8,,3,2,309,,,,5,2,1,35
106300225,300225,MEMORIALCARE ORANGE COAST MEDICAL CENTER,General Acute Care Hospital,Orange,9920 TALBERT AVE,FOUNTAIN VALLEY,92708,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 34,District 72,Fountain Valley/Huntington Beach Central,Urban,586,,41,131,8,2,3,3,98,19,,28002,89,8770,7992,450,10675,1123,27971,19,507,506,16978,12024,8,1801,2017,3995,4178,3356,4125,3754,3136,2648,,77,5760,787,228,217,7671,69,14201,7150,21794,66,1856,25996,43,1115,2167,3,1656,112,370,260,281,733,1712,2008,5070,799,2478,81,1060,13,1289,1779,892,6235,1,27,1,6,12,,,,175,,292,2296,263,15,26,4187,997,1255,4900,38,1982,78,8024,178,48,4420,3833,376,778,596,976,1508,1774,2214,7,2537,139,59,1467,15,3972,20,1415,6818,1410,6415,13,415,1462,1286,92,15,356,9,471,1568,730,85,201,376,168,7,466,149,198,1,,1,1,2,,24,17,47,1,9,604,,,,,,,,,,26
106301098,301098,AHMC ANAHEIM REGIONAL MEDICAL CENTER,General Acute Care Hospital,Orange,1111 W LA PALMA AVE,ANAHEIM,92801,Investor - Partnership,,Emergency - Basic,,Teaching,200-299,District 29,District 69,Anaheim Central,Urban,481,1264,82,1,2,,,37,83,,18,21512,12,13708,4203,248,3268,2078,22397,12,662,367,12561,10942,2,1604,1954,4206,4113,3150,3165,2619,1558,1135,1,56,1461,1029,22,58,2011,819,18049,12080,10781,644,441,18292,226,4546,1410,5,1645,108,494,334,233,679,1700,1146,4858,1180,1652,68,824,13,799,1808,1069,3460,2,8,2,65,20,3,,,169,260,161,1067,131,9,3,2548,840,1807,2085,26,1092,188,4973,187,44,2449,2759,214,402,549,846,1144,1002,1008,,641,201,,371,136,3833,70,2066,3072,243,3792,41,1132,957,760,73,5,360,9,305,1211,363,82,74,193,177,1,355,109,123,,,17,1,3,11,32,,26,1,,39,1,,11,1,,10,,1,,30
106301140,301140,CHAPMAN GLOBAL MEDICAL CENTER,General Acute Care Hospital,Orange,2601 E CHAPMAN AVE,ORANGE,92869,Investor - Corporation,,Emergency - Basic,,,100-149,District 37,District 68,Anaheim Hills/City of Orange East/Villa Park,Urban,113,255,26,7,7,11,17,3,45,6,9,4532,26,2420,902,97,1425,219,4789,24,127,92,2541,2520,2,153,424,984,809,745,753,611,336,248,,,264,206,,31,903,46,3613,2031,2983,49,50,4390,19,604,281,2,303,27,102,72,54,169,379,224,1313,392,332,12,190,2,58,324,233,594,5,1,28,3,,,,,92,61,32,41,14,25,46,527,237,375,586,15,145,5,1057,49,14,577,549,54,79,150,181,194,217,241,10,117,32,,224,15,738,9,351,766,64,894,4,164,121,159,14,5,63,1,82,219,111,123,23,17,39,2,68,37,38,3,1,44,1,,,,,,,4,,,,,1,2,,5,,,8
106301175,301175,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID,General Acute Care Hospital,Orange,17100 EUCLID ST,FOUNTAIN VALLEY,92708,Investor - Corporation,,Emergency - Basic,,,200-299,District 34,District 72,Fountain Valley/Huntington Beach Central,Urban,205,1365,49,107,10,39,,,131,7,1,33677,109,22230,5551,345,5860,1911,34705,2,173,574,19883,16123,6,3530,3336,6279,5516,4551,5064,3923,2138,1671,4,139,7355,780,19,152,12787,374,14406,16701,17955,1356,3450,26911,23,5628,2110,7,2548,177,559,401,348,947,2363,2536,6923,1232,2391,168,1332,9,1973,2896,1383,5647,2,301,8,550,62,9,,115,295,565,345,2071,278,24,49,5080,1064,3803,4488,121,1276,124,9358,256,91,4616,5196,432,726,975,1770,2016,1753,1851,3,3276,170,,2329,113,3835,350,3150,6312,2149,6000,3,1660,1922,1582,141,46,675,7,627,1476,860,196,235,408,273,1,705,240,280,7,1,28,,2,150,136,23,66,3,9,100,5,,26,,,,105,,,25
106301188,301188,ANAHEIM GLOBAL MEDICAL CENTER,General Acute Care Hospital,Orange,1025 S ANAHEIM BLVD,ANAHEIM,92805,Investor - Corporation,,Emergency - Basic,,,150-199,District 34,District 69,Anaheim Central,Urban,275,664,38,13,14,26,39,674,236,7,10,10137,16,6916,1157,559,2118,1403,9904,318,949,913,5895,6256,2,888,1246,2692,2502,1745,1619,915,383,163,,14,429,602,80,33,7092,9,3894,6784,5204,165,82,9383,25,2663,571,4,861,55,222,330,106,467,679,597,2755,1393,640,28,443,9,394,778,480,1341,2,2,38,31,,,,,54,266,53,45,26,56,6,1709,226,1495,744,161,201,57,1808,736,59,1106,1552,409,504,456,505,349,215,175,,133,165,,1239,20,1101,39,1088,1531,25,2214,7,412,184,238,15,3,118,1,114,360,152,1173,30,13,39,,96,56,43,15,94,37,52,3,,45,,,1,,22,58,,,4,9,,,,,11
106301205,301205,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,General Acute Care Hospital,Orange,1 HOAG DR,NEWPORT BEACH,92663,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 37,District 74,Costa Mesa,Urban,737,1302,139,90,18,13,814,382,1193,18,4,97328,544,26212,25687,2079,43508,5431,96982,130,2281,3391,57092,45807,18,6062,7508,15287,15949,12296,12513,11614,11015,10659,14,263,11158,3344,1513,208,6796,1113,78522,18498,83385,1034,4347,94207,132,4231,8546,13,5532,436,1154,1189,1006,2784,5782,6863,20685,5522,6419,268,4418,134,4214,5248,2765,19869,6,329,12,121,70,,,,499,414,721,5876,832,117,486,8752,2714,2519,12199,110,5263,359,19804,211,414,10068,10382,791,1327,1551,2443,3351,4570,6259,,2145,346,216,764,90,16811,100,2174,18176,1265,18400,26,759,3400,3399,189,18,985,16,1247,3942,2379,581,559,897,581,1,1163,420,308,20,5,5,18,1,21,137,33,45,19,37,288,8,,21,1,,,2,,,56
106301209,301209,HUNTINGTON BEACH HOSPITAL,General Acute Care Hospital,Orange,17772 BEACH BLVD,HUNTINGTON BEACH,92647,Investor - Limited Liability Company,,Emergency - Basic,,,100-149,District 34,District 72,Huntington Beach North/Seal Beach East/Westminster,Urban,56,465,34,14,,,486,124,262,3,4,10828,22,6408,736,88,4002,1083,11076,18,632,419,5586,6724,7,549,944,2416,2327,1726,1955,1301,609,485,5,45,964,601,233,46,3054,87,7287,3525,8712,80,271,11273,8,765,683,4,681,46,169,241,100,157,653,484,3363,1656,710,13,463,15,126,737,527,1489,1,1,,172,,17,,,111,202,75,194,33,41,4,1290,582,901,1308,55,233,96,2293,236,50,1129,1464,205,245,293,427,505,409,484,,360,94,44,460,20,1604,17,514,2062,202,2225,2,164,275,309,10,9,109,,106,560,176,564,83,15,122,8,152,59,34,,,61,,14,,25,11,,,2,,,,,,,,,,,12
106301234,301234,LA PALMA INTERCOMMUNITY HOSPITAL,General Acute Care Hospital,Orange,7901 WALKER ST,LA PALMA,90623,Investor - Limited Liability Company,,Emergency - Basic,,,100-149,District 29,District 65,Buena Park/La Palma,Urban,34,369,13,1,3,,578,6,23,1,11,11540,48,6613,889,25,4116,993,12199,10,186,188,6646,5989,1,1205,1265,2120,2137,1618,1537,1295,791,668,,49,2175,1509,283,77,4558,177,3808,5286,7214,136,382,11308,35,911,763,2,745,52,221,232,121,70,942,573,3047,650,916,17,588,10,234,1196,485,1772,,1,1,52,,8,,,153,204,85,226,44,28,2,1386,571,879,1479,70,274,68,2619,127,15,1440,1330,131,170,284,452,566,465,692,10,761,261,53,634,49,993,28,732,2010,206,2335,10,219,417,373,28,3,169,,153,702,165,228,54,19,131,10,148,52,117,1,,70,,9,,,,19,,1,,,,,,,,,,,13
106301248,301248,LOS ALAMITOS MEDICAL CENTER,General Acute Care Hospital,Orange,3751 KATELLA AVE,LOS ALAMITOS,90720,Investor - Corporation,,Emergency - Basic,,,150-199,District 34,District 72,Cypress/Los Alamitos/Rossmoor,Urban,709,1462,55,124,17,7,,,184,3,3,23952,203,7794,8143,795,9024,969,25661,1,281,418,14930,11791,6,1617,1972,3160,3389,2998,3457,3433,3151,3550,,21,2335,1760,97,252,1727,1333,19202,5535,20745,447,102,26142,15,468,2260,10,1766,196,360,588,236,681,2041,1382,6064,788,1891,131,963,16,433,1639,793,4489,,3,7,359,,5,,2,264,288,410,1542,269,10,81,3332,1477,957,4995,159,1622,6,7543,91,87,4045,3694,191,309,458,960,1334,1812,2643,,911,361,26,339,301,5705,139,1051,6549,73,7502,2,162,1696,1052,97,24,403,7,502,1298,875,112,174,311,355,,485,132,194,5,,61,,1,,32,,96,4,7,11,,,,,,,17,,,23
106301258,301258,SOUTH COAST GLOBAL MEDICAL CENTER,General Acute Care Hospital,Orange,2701 S BRISTOL ST,SANTA ANA,92704,Investor - Corporation,,Emergency - Basic,,,150-199,District 34,District 69,Santa Ana South,Urban,200,464,26,3,11,64,23,33,100,6,3,10419,36,7825,956,168,1154,1308,10571,102,497,173,5562,5849,,726,1230,2337,2292,1695,1515,1058,385,173,,12,278,336,14,31,3227,7,7506,8818,2545,48,46,6207,34,5124,544,3,862,32,234,207,108,521,660,469,2698,934,619,19,495,6,310,739,500,1451,23,,33,35,,,,,91,93,48,29,8,37,14,839,257,781,544,3,99,43,1312,138,15,684,786,112,167,211,282,301,234,147,2,65,37,,398,7,963,7,924,539,30,785,3,652,149,269,16,1,91,4,91,270,114,202,29,19,37,2,75,50,29,2,3,39,4,1,,14,,,,,22,,,,3,7,,,,,10
106301262,301262,PROVIDENCE MISSION HOSPITAL,General Acute Care Hospital,Orange,27700 MEDICAL CENTER RD,MISSION VIEJO,92691,Non-profit Corporation (incl. Church-related),Level II,Emergency - Basic,,,300-499,District 36,District 73,Lake Forest East/Mission Viejo Central and South,Urban,588,438,110,100,26,39,26,69,190,16,12,33754,282,9256,10446,1128,13195,1630,34398,18,226,956,19703,15935,17,,1101,5597,5286,4784,5243,4734,4252,4648,10,60,1358,738,749,82,6109,1334,25225,7811,25967,1877,654,31902,168,2931,3222,11,2441,106,263,583,303,465,2714,2063,8668,1480,2511,150,1579,16,985,1384,870,5841,2,3,5,52,,,,,288,130,424,2778,406,35,303,3936,1367,1422,5125,108,2929,130,9421,104,180,4622,5092,431,580,749,1179,1607,2216,2861,,406,132,239,1143,173,7590,203,1349,8162,385,8671,11,647,1870,1364,80,15,332,11,489,1693,1977,143,187,294,262,1,586,175,91,7,3,30,8,1,19,72,16,15,4,11,110,6,,19,1,,,,,,43
106301279,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,General Acute Care Hospital,Orange,101 CITY DRIVE SOUTH,ORANGE,92868,University of California,Level I,Emergency - Comprehensive,,Teaching,300-499,District 34,District 69,Garden Grove North/Stanton,Urban,628,1288,103,12,34,,72,194,695,42,23,39306,197,21677,6991,1299,10417,2289,40080,126,1370,1097,22345,20325,3,1319,2385,8436,7848,6432,6585,4892,2813,1959,4,91,5073,1589,3601,217,9955,278,21869,21189,21141,343,1977,32815,119,7762,3120,16,2327,241,460,694,1147,993,2747,1828,8584,2236,3741,375,2121,46,1215,1627,1413,7705,,12,,,37,67,,,331,445,268,2614,479,69,248,6921,1091,5307,4605,282,2116,273,11641,739,180,5503,7080,1139,1529,1634,2196,2297,1815,1565,,2260,417,1037,2646,75,6057,127,5234,7222,1375,8469,73,2666,1927,1407,155,8,777,75,529,1708,3048,637,254,731,430,2,359,188,177,10,27,77,23,,90,318,18,73,18,12,130,1,,11,,,,,,2,44
106301283,301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,General Acute Care Hospital,Orange,12601 GARDEN GROVE BLVD,GARDEN GROVE,92843,Investor - Limited Liability Company,,Emergency - Basic,,,150-199,District 34,District 69,Garden Grove North/Stanton,Urban,311,851,59,24,3,,434,91,99,17,21,17722,121,12562,925,60,4869,1391,18484,32,743,404,9865,9940,2,1278,1939,3784,3481,2848,2794,1821,1066,795,1,45,3302,647,251,192,618,27,14725,10931,8851,25,1490,14134,17,4166,1088,2,1038,84,329,302,193,147,1205,760,4615,1623,1173,40,868,15,412,1443,847,3623,28,6,1,143,,20,,,203,248,164,328,76,16,6,1448,723,1199,1714,44,224,74,3067,143,37,1510,1745,169,220,306,499,589,597,856,,1229,64,38,68,8,1818,1,1098,2156,896,1738,9,612,437,472,27,11,239,2,173,1042,207,25,94,38,157,,173,65,82,,4,39,1,7,,19,,30,,,11,,,,,,,,,,12
106301297,301297,PLACENTIA LINDA HOSPITAL,General Acute Care Hospital,Orange,1301 N ROSE DR,PLACENTIA,92870,Investor - Corporation,,Emergency - Basic,,,100-149,District 29,District 55,Brea East/Placentia Central and North/Yorba Linda,Urban,477,1003,51,129,9,9,,1,170,2,2,24355,141,10817,5671,402,7501,1946,25404,,168,328,14785,11567,2,1757,2575,4086,3840,3269,3473,2808,2170,2376,,33,1694,1048,40,56,10449,512,12522,8892,16931,531,257,24231,69,1797,1719,3,1874,116,529,319,246,966,1979,1082,5817,1008,1930,86,857,6,457,1912,1007,4430,,3,5,449,11,2,,17,116,108,122,399,91,14,7,1539,365,549,1526,154,512,36,2694,23,32,1401,1376,85,136,240,412,521,569,805,9,229,76,,794,45,1622,43,630,2104,57,2510,5,205,524,503,29,3,168,2,182,529,219,47,59,70,82,3,229,58,68,8,,8,,3,,,,11,1,1,,,,,,,,25,,,20
106301317,301317,MEMORIALCARE SADDLEBACK MEDICAL CENTER,General Acute Care Hospital,Orange,24451 HEALTH CENTER DR,LAGUNA HILLS,92653,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,200-299,District 36,District 73,Laguna Beach/Laguna Woods,Urban,399,,58,390,14,11,,47,250,2,2,26126,152,6102,10522,778,8728,1323,26517,21,416,495,15670,11778,5,1252,1567,3009,3112,2749,3247,3644,4039,4827,7,37,2029,678,309,84,5837,152,18327,5419,21852,182,709,25182,104,1458,2540,2,1649,133,361,340,265,544,1782,1949,5719,1139,2008,94,1161,16,554,1320,697,5166,,2,1,3,14,,,,246,,230,2177,448,29,83,2530,1272,583,5087,37,1221,97,6891,61,69,3694,3331,151,241,331,630,1113,1746,2785,5,613,112,56,1119,30,5078,26,810,6189,338,6414,29,244,1581,1178,88,5,249,8,385,1242,851,100,110,254,199,4,522,105,111,2,2,6,4,,,23,,17,,3,30,,,,,,,,,,31
106301337,301337,PROVIDENCE MISSION HOSPITAL - LAGUNA BEACH,General Acute Care Hospital,Orange,31872 COAST HWY,LAGUNA BEACH,92651,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,150-199,District 37,District 74,Aliso Viejo/Laguna Hills/Laguna Niguel,Urban,521,176,28,63,3,79,24,100,403,42,7,13490,38,3775,4075,496,6081,554,13680,40,362,887,7764,7216,1,546,1103,2121,2092,1770,2210,1953,1613,1572,1,29,325,304,199,13,1320,277,12514,1847,12715,419,128,14465,45,343,788,5,859,43,137,214,105,299,727,937,3590,2551,900,32,588,18,134,661,459,1934,,7,,12,,,,,32,64,21,298,61,7,17,732,182,171,772,18,456,10,1341,35,48,722,705,74,90,106,158,231,278,474,,27,,11,66,36,1287,40,91,1296,24,1383,1,19,147,273,4,1,52,,66,245,198,180,54,21,21,,114,33,17,2,,11,2,,,16,,,,1,,,,,,,,1,,,20
106301340,301340,PROVIDENCE ST. JOSEPH HOSPITAL,General Acute Care Hospital,Orange,1100 W STEWART DR,ORANGE,92868,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 37,District 68,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,777,414,80,134,13,43,23,159,634,11,5,62566,408,31598,13810,1242,16504,2306,63400,23,1160,836,38907,26528,25,468,3817,13566,11373,9455,9028,7457,5480,4810,6,154,2613,1564,930,172,6947,2104,50976,38766,25429,1265,783,49998,157,14522,5139,12,4887,387,774,1122,622,751,4757,4215,11332,4151,4730,249,3003,25,2933,3276,2392,10691,4,189,16,25,12,,,,246,213,462,3759,348,26,177,5116,1432,3204,4305,94,4144,82,11430,294,99,6016,5809,597,997,1119,1651,2187,2413,2769,,760,226,209,959,185,9431,140,4975,6714,464,8493,10,2862,1902,1642,126,7,692,6,735,2707,1167,271,349,461,326,1,680,214,201,7,10,23,2,,34,62,21,38,8,14,286,9,4,34,1,,,4,,,56
106301342,301342,PROVIDENCE ST. JUDE MEDICAL CENTER,General Acute Care Hospital,Orange,101 E VALENCIA MESA DR,FULLERTON,92835,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,300-499,District 29,District 65,Fullerton Central and South,Urban,1341,1296,116,204,35,53,69,81,394,4,9,50095,988,19742,15245,992,16920,1919,52943,16,1293,500,31268,23538,12,4063,4147,7388,7207,6414,6812,6574,5773,6435,5,174,6369,1633,1283,226,11033,1615,32485,23541,29506,1771,2464,46023,259,6072,4328,10,4019,275,721,922,473,570,4390,3712,10815,2131,3726,210,2339,19,1283,3954,1632,9239,6,127,20,46,50,,,,420,135,533,3244,494,25,289,3388,1974,1517,4881,57,4026,74,10308,189,53,5138,5414,256,497,684,1211,2036,2450,3368,2,1692,219,216,1384,111,6847,150,2687,7718,1100,8412,10,1033,2277,1378,95,11,523,18,568,2388,1050,84,228,460,356,1,712,159,112,9,,31,3,,18,33,33,53,5,16,96,2,3,18,3,,,2,8,,36
106301357,301357,FOOTHILL REGIONAL MEDICAL CENTER,General Acute Care Hospital,Orange,14662 NEWPORT AVE,TUSTIN,92780,Investor - Corporation,,Emergency - Basic,,,150-199,District 37,District 68,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,89,499,3,1,3,,60,19,75,20,20,3481,32,2280,574,56,835,581,3898,,251,106,2103,2223,,199,341,915,869,635,629,425,215,98,,,357,290,106,21,1246,6,2300,2021,2061,244,29,3783,5,509,199,2,364,14,71,62,39,350,288,315,962,372,201,5,187,1,53,280,172,389,4,18,16,55,,2,,,106,151,33,123,88,44,35,1088,786,957,1309,5,253,40,2426,104,21,1206,1358,167,242,271,535,540,399,401,9,213,146,,653,186,1366,82,1023,1459,38,2309,4,213,177,401,30,5,216,3,180,641,244,139,95,38,110,2,116,81,72,27,,83,,11,,,,,1,13,,,,,,,,2,,,8
106301379,301379,WEST ANAHEIM MEDICAL CENTER,General Acute Care Hospital,Orange,3033 W ORANGE AVE,ANAHEIM,92804,Investor - Limited Liability Company,,Emergency - Basic,,,200-299,District 29,District 65,Anaheim West,Urban,359,1691,116,22,,,860,47,92,,33,21876,67,15246,1397,55,6189,2371,23539,16,897,442,12720,12536,2,1610,2037,4450,4642,3850,3599,2527,1396,1145,2,97,2637,2027,522,254,5438,74,14209,10715,14477,66,1046,21126,41,3045,1470,13,1429,96,412,447,230,394,1857,1269,5780,1803,1765,66,1079,38,516,1902,1291,3401,,3,2,362,,92,,,250,382,329,580,94,44,3,2564,1485,2011,3190,87,431,180,5509,317,42,2892,3006,247,430,519,944,1316,1154,1262,,1109,265,139,835,31,3442,32,1704,4163,538,4633,22,706,912,763,48,21,307,3,309,1534,430,360,155,44,259,3,460,122,146,1,,167,,31,,27,19,59,4,3,16,,1,,,,,,,,24
106301566,301566,ORANGE COUNTY GLOBAL MEDICAL CENTER,General Acute Care Hospital,Orange,1001 N TUSTIN AVE,SANTA ANA,92705,Investor - Corporation,Level II,Emergency - Basic,,,200-299,District 34,District 69,City of Orange South/Santa Ana North/Tustin Foothills/Tustin West,Urban,382,788,84,4,4,16,3,253,417,3,,16850,13,11565,2165,715,2743,1630,17501,187,715,252,9351,9463,4,830,1449,4054,3829,2908,2551,1718,821,631,27,35,617,671,19,45,7264,1,10166,11773,6884,161,62,13324,74,5358,1174,1,877,45,254,276,181,766,1120,656,4979,1167,1178,34,815,10,817,780,743,2913,1,,92,71,32,,,,164,282,245,374,148,76,136,3170,809,2313,2304,201,679,92,5160,332,51,2485,3104,459,559,615,928,1120,837,1001,,370,197,,2141,15,2837,65,2588,2936,111,3875,24,1579,1069,585,33,8,276,7,269,780,1175,337,80,75,246,4,253,107,134,30,84,60,22,5,11,59,,29,2,5,144,,,,2,9,,19,,,16
106304113,304113,CHILDREN'S HOSPITAL AT MISSION,General Acute Care Hospital,Orange,27700 MEDICAL CENTER RD,MISSION VIEJO,92691,Non-profit Corporation (incl. Church-related),,Emergency - Basic,,,50-99,District 36,District 73,Lake Forest East/Mission Viejo Central and South,Urban,120,39,3,15,,18,22,3,63,,,11374,,4895,2,331,6037,433,11504,2,2,158,5194,6500,4,7637,4058,,,,,,,,3,13,549,193,182,24,2684,467,7586,3768,7234,696,88,10519,28,1063,152,8,382,18,330,80,87,150,380,1273,3598,280,297,6,373,21,,2009,251,1926,1,40,1,31,77,,,,12,2,3,3,,12,2,764,,237,,33,522,12,796,,8,361,443,,,,,,,,,43,,24,137,54,546,52,185,567,,750,7,47,7,81,4,2,14,1,19,34,104,66,5,2,56,2,312,20,21,1,,1,,,545,259,,,4,,,4,,50,,,,,,,63
